generated_at,domain,target,direction_score,probability_delta,relevance,confidence,metadata,top_evidence,outcome_scores,action
2026-05-06T20:00:00Z,btc,BTC near-term price direction,-0.0138,0.0025,0.7338,0.92,"{""data_score"": 0.0, ""evidence_count"": 13, ""lookback_hours"": 24, ""market_id"": ""btc_5m_up_down_20260506T200000Z"", ""market_prob"": 0.5, ""market_prob_source"": ""default"", ""market_window"": {""as_of"": ""2026-05-06T20:00:00Z"", ""end_at"": ""2026-05-06T20:05:00Z"", ""horizon_minutes"": 5}, ""news_score"": 0.012696, ""rolling_window_count"": 24, ""rolling_window_index"": 20, ""source_signal_as_of"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_generated_at"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_market_id"": ""btc_5m_up_down"", ""time_window"": {""as_of"": ""2026-05-06T20:00:00Z"", ""end"": """", ""start"": """"}}","[{""id"": ""ev_btc_001"", ""source"": ""coindesk"", ""title"": ""Eric Trump takes shot at JPMorgan rethinking bitcoin after 'crapping' on asset"", ""url"": ""https://www.coindesk.com/policy/2026/05/06/eric-trump-takes-shot-at-jpmorgan-rethinking-bitcoin-after-crapping-on-asset""}, {""id"": ""ev_btc_002"", ""source"": ""coindesk"", ""title"": ""Hut 8 shares jump over 30% on news of $9.8 billion AI data center lease"", ""url"": ""https://www.coindesk.com/business/2026/05/06/hut-8-shares-jump-nearly-30-on-news-of-usd9-8-billion-ai-data-center-lease""}, {""id"": ""ev_btc_003"", ""source"": ""coindesk"", ""title"": ""Colombia wants to mine bitcoin with surplus renewable energy"", ""url"": ""https://www.coindesk.com/tech/2026/05/06/colombia-wants-to-mine-bitcoin-with-surplus-renewable-energy""}, {""id"": ""ev_btc_004"", ""source"": ""coindesk"", ""title"": ""Zcash bets turn into second-largest liquidations behind bitcoin as ZEC rockets 30%"", ""url"": ""https://www.coindesk.com/markets/2026/05/06/zcash-bets-turn-into-second-largest-liquidations-behind-bitcoin-as-zec-rockets-30""}, {""id"": ""ev_btc_005"", ""source"": ""cointelegraph"", ""title"": ""Price predictions 5/6: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, ZEC"", ""url"": ""https://cointelegraph.com/markets/price-predictions-56-btc-eth-xrp-bnb-sol-doge-hype-ada-bch-zec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_006"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin price rejects at $83K as Trump calls Iran deal 'big assumption'"", ""url"": ""https://cointelegraph.com/markets/bitcoin-price-rejects-83k-trump-calls-iran-deal-big-assumption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_007"", ""source"": ""cointelegraph"", ""title"": ""Here’s what happened in crypto today"", ""url"": ""https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_008"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin short-term holder cost basis eyes $92K as next price target"", ""url"": ""https://cointelegraph.com/markets/bitcoins-sth-cost-basis-suggests-92k-is-the-next-stop-for-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}]","{""long"": -0.0138, ""short"": 0.0138}",AUTO
2026-05-06T20:05:00Z,btc,BTC near-term price direction,-0.0138,0.0025,0.7338,0.92,"{""data_score"": 0.0, ""evidence_count"": 13, ""lookback_hours"": 24, ""market_id"": ""btc_5m_up_down_20260506T200500Z"", ""market_prob"": 0.5, ""market_prob_source"": ""default"", ""market_window"": {""as_of"": ""2026-05-06T20:05:00Z"", ""end_at"": ""2026-05-06T20:10:00Z"", ""horizon_minutes"": 5}, ""news_score"": 0.012696, ""rolling_window_count"": 24, ""rolling_window_index"": 21, ""source_signal_as_of"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_generated_at"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_market_id"": ""btc_5m_up_down"", ""time_window"": {""as_of"": ""2026-05-06T20:05:00Z"", ""end"": """", ""start"": """"}}","[{""id"": ""ev_btc_001"", ""source"": ""coindesk"", ""title"": ""Eric Trump takes shot at JPMorgan rethinking bitcoin after 'crapping' on asset"", ""url"": ""https://www.coindesk.com/policy/2026/05/06/eric-trump-takes-shot-at-jpmorgan-rethinking-bitcoin-after-crapping-on-asset""}, {""id"": ""ev_btc_002"", ""source"": ""coindesk"", ""title"": ""Hut 8 shares jump over 30% on news of $9.8 billion AI data center lease"", ""url"": ""https://www.coindesk.com/business/2026/05/06/hut-8-shares-jump-nearly-30-on-news-of-usd9-8-billion-ai-data-center-lease""}, {""id"": ""ev_btc_003"", ""source"": ""coindesk"", ""title"": ""Colombia wants to mine bitcoin with surplus renewable energy"", ""url"": ""https://www.coindesk.com/tech/2026/05/06/colombia-wants-to-mine-bitcoin-with-surplus-renewable-energy""}, {""id"": ""ev_btc_004"", ""source"": ""coindesk"", ""title"": ""Zcash bets turn into second-largest liquidations behind bitcoin as ZEC rockets 30%"", ""url"": ""https://www.coindesk.com/markets/2026/05/06/zcash-bets-turn-into-second-largest-liquidations-behind-bitcoin-as-zec-rockets-30""}, {""id"": ""ev_btc_005"", ""source"": ""cointelegraph"", ""title"": ""Price predictions 5/6: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, ZEC"", ""url"": ""https://cointelegraph.com/markets/price-predictions-56-btc-eth-xrp-bnb-sol-doge-hype-ada-bch-zec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_006"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin price rejects at $83K as Trump calls Iran deal 'big assumption'"", ""url"": ""https://cointelegraph.com/markets/bitcoin-price-rejects-83k-trump-calls-iran-deal-big-assumption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_007"", ""source"": ""cointelegraph"", ""title"": ""Here’s what happened in crypto today"", ""url"": ""https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_008"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin short-term holder cost basis eyes $92K as next price target"", ""url"": ""https://cointelegraph.com/markets/bitcoins-sth-cost-basis-suggests-92k-is-the-next-stop-for-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}]","{""long"": -0.0138, ""short"": 0.0138}",AUTO
2026-05-06T20:10:00Z,btc,BTC near-term price direction,-0.0138,0.0025,0.7338,0.92,"{""data_score"": 0.0, ""evidence_count"": 13, ""lookback_hours"": 24, ""market_id"": ""btc_5m_up_down_20260506T201000Z"", ""market_prob"": 0.5, ""market_prob_source"": ""default"", ""market_window"": {""as_of"": ""2026-05-06T20:10:00Z"", ""end_at"": ""2026-05-06T20:15:00Z"", ""horizon_minutes"": 5}, ""news_score"": 0.012696, ""rolling_window_count"": 24, ""rolling_window_index"": 22, ""source_signal_as_of"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_generated_at"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_market_id"": ""btc_5m_up_down"", ""time_window"": {""as_of"": ""2026-05-06T20:10:00Z"", ""end"": """", ""start"": """"}}","[{""id"": ""ev_btc_001"", ""source"": ""coindesk"", ""title"": ""Eric Trump takes shot at JPMorgan rethinking bitcoin after 'crapping' on asset"", ""url"": ""https://www.coindesk.com/policy/2026/05/06/eric-trump-takes-shot-at-jpmorgan-rethinking-bitcoin-after-crapping-on-asset""}, {""id"": ""ev_btc_002"", ""source"": ""coindesk"", ""title"": ""Hut 8 shares jump over 30% on news of $9.8 billion AI data center lease"", ""url"": ""https://www.coindesk.com/business/2026/05/06/hut-8-shares-jump-nearly-30-on-news-of-usd9-8-billion-ai-data-center-lease""}, {""id"": ""ev_btc_003"", ""source"": ""coindesk"", ""title"": ""Colombia wants to mine bitcoin with surplus renewable energy"", ""url"": ""https://www.coindesk.com/tech/2026/05/06/colombia-wants-to-mine-bitcoin-with-surplus-renewable-energy""}, {""id"": ""ev_btc_004"", ""source"": ""coindesk"", ""title"": ""Zcash bets turn into second-largest liquidations behind bitcoin as ZEC rockets 30%"", ""url"": ""https://www.coindesk.com/markets/2026/05/06/zcash-bets-turn-into-second-largest-liquidations-behind-bitcoin-as-zec-rockets-30""}, {""id"": ""ev_btc_005"", ""source"": ""cointelegraph"", ""title"": ""Price predictions 5/6: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, ZEC"", ""url"": ""https://cointelegraph.com/markets/price-predictions-56-btc-eth-xrp-bnb-sol-doge-hype-ada-bch-zec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_006"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin price rejects at $83K as Trump calls Iran deal 'big assumption'"", ""url"": ""https://cointelegraph.com/markets/bitcoin-price-rejects-83k-trump-calls-iran-deal-big-assumption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_007"", ""source"": ""cointelegraph"", ""title"": ""Here’s what happened in crypto today"", ""url"": ""https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_008"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin short-term holder cost basis eyes $92K as next price target"", ""url"": ""https://cointelegraph.com/markets/bitcoins-sth-cost-basis-suggests-92k-is-the-next-stop-for-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}]","{""long"": -0.0138, ""short"": 0.0138}",AUTO
2026-05-06T20:15:00Z,btc,BTC near-term price direction,-0.0138,0.0025,0.7338,0.92,"{""data_score"": 0.0, ""evidence_count"": 13, ""lookback_hours"": 24, ""market_id"": ""btc_5m_up_down_20260506T201500Z"", ""market_prob"": 0.5, ""market_prob_source"": ""default"", ""market_window"": {""as_of"": ""2026-05-06T20:15:00Z"", ""end_at"": ""2026-05-06T20:20:00Z"", ""horizon_minutes"": 5}, ""news_score"": 0.012696, ""rolling_window_count"": 24, ""rolling_window_index"": 23, ""source_signal_as_of"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_generated_at"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_market_id"": ""btc_5m_up_down"", ""time_window"": {""as_of"": ""2026-05-06T20:15:00Z"", ""end"": """", ""start"": """"}}","[{""id"": ""ev_btc_001"", ""source"": ""coindesk"", ""title"": ""Eric Trump takes shot at JPMorgan rethinking bitcoin after 'crapping' on asset"", ""url"": ""https://www.coindesk.com/policy/2026/05/06/eric-trump-takes-shot-at-jpmorgan-rethinking-bitcoin-after-crapping-on-asset""}, {""id"": ""ev_btc_002"", ""source"": ""coindesk"", ""title"": ""Hut 8 shares jump over 30% on news of $9.8 billion AI data center lease"", ""url"": ""https://www.coindesk.com/business/2026/05/06/hut-8-shares-jump-nearly-30-on-news-of-usd9-8-billion-ai-data-center-lease""}, {""id"": ""ev_btc_003"", ""source"": ""coindesk"", ""title"": ""Colombia wants to mine bitcoin with surplus renewable energy"", ""url"": ""https://www.coindesk.com/tech/2026/05/06/colombia-wants-to-mine-bitcoin-with-surplus-renewable-energy""}, {""id"": ""ev_btc_004"", ""source"": ""coindesk"", ""title"": ""Zcash bets turn into second-largest liquidations behind bitcoin as ZEC rockets 30%"", ""url"": ""https://www.coindesk.com/markets/2026/05/06/zcash-bets-turn-into-second-largest-liquidations-behind-bitcoin-as-zec-rockets-30""}, {""id"": ""ev_btc_005"", ""source"": ""cointelegraph"", ""title"": ""Price predictions 5/6: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, ZEC"", ""url"": ""https://cointelegraph.com/markets/price-predictions-56-btc-eth-xrp-bnb-sol-doge-hype-ada-bch-zec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_006"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin price rejects at $83K as Trump calls Iran deal 'big assumption'"", ""url"": ""https://cointelegraph.com/markets/bitcoin-price-rejects-83k-trump-calls-iran-deal-big-assumption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_007"", ""source"": ""cointelegraph"", ""title"": ""Here’s what happened in crypto today"", ""url"": ""https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_008"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin short-term holder cost basis eyes $92K as next price target"", ""url"": ""https://cointelegraph.com/markets/bitcoins-sth-cost-basis-suggests-92k-is-the-next-stop-for-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}]","{""long"": -0.0138, ""short"": 0.0138}",AUTO
2026-05-06T20:20:00Z,btc,BTC near-term price direction,-0.0138,0.0025,0.7338,0.92,"{""data_score"": 0.0, ""evidence_count"": 13, ""lookback_hours"": 24, ""market_id"": ""btc_5m_up_down_20260506T202000Z"", ""market_prob"": 0.5, ""market_prob_source"": ""default"", ""market_window"": {""as_of"": ""2026-05-06T20:20:00Z"", ""end_at"": ""2026-05-06T20:25:00Z"", ""horizon_minutes"": 5}, ""news_score"": 0.012696, ""rolling_window_count"": 24, ""rolling_window_index"": 24, ""source_signal_as_of"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_generated_at"": ""2026-05-06T18:23:27.168676Z"", ""source_signal_market_id"": ""btc_5m_up_down"", ""time_window"": {""as_of"": ""2026-05-06T20:20:00Z"", ""end"": """", ""start"": """"}}","[{""id"": ""ev_btc_001"", ""source"": ""coindesk"", ""title"": ""Eric Trump takes shot at JPMorgan rethinking bitcoin after 'crapping' on asset"", ""url"": ""https://www.coindesk.com/policy/2026/05/06/eric-trump-takes-shot-at-jpmorgan-rethinking-bitcoin-after-crapping-on-asset""}, {""id"": ""ev_btc_002"", ""source"": ""coindesk"", ""title"": ""Hut 8 shares jump over 30% on news of $9.8 billion AI data center lease"", ""url"": ""https://www.coindesk.com/business/2026/05/06/hut-8-shares-jump-nearly-30-on-news-of-usd9-8-billion-ai-data-center-lease""}, {""id"": ""ev_btc_003"", ""source"": ""coindesk"", ""title"": ""Colombia wants to mine bitcoin with surplus renewable energy"", ""url"": ""https://www.coindesk.com/tech/2026/05/06/colombia-wants-to-mine-bitcoin-with-surplus-renewable-energy""}, {""id"": ""ev_btc_004"", ""source"": ""coindesk"", ""title"": ""Zcash bets turn into second-largest liquidations behind bitcoin as ZEC rockets 30%"", ""url"": ""https://www.coindesk.com/markets/2026/05/06/zcash-bets-turn-into-second-largest-liquidations-behind-bitcoin-as-zec-rockets-30""}, {""id"": ""ev_btc_005"", ""source"": ""cointelegraph"", ""title"": ""Price predictions 5/6: BTC, ETH, XRP, BNB, SOL, DOGE, HYPE, ADA, BCH, ZEC"", ""url"": ""https://cointelegraph.com/markets/price-predictions-56-btc-eth-xrp-bnb-sol-doge-hype-ada-bch-zec?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_006"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin price rejects at $83K as Trump calls Iran deal 'big assumption'"", ""url"": ""https://cointelegraph.com/markets/bitcoin-price-rejects-83k-trump-calls-iran-deal-big-assumption?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_007"", ""source"": ""cointelegraph"", ""title"": ""Here’s what happened in crypto today"", ""url"": ""https://cointelegraph.com/news/what-happened-in-crypto-today?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}, {""id"": ""ev_btc_008"", ""source"": ""cointelegraph"", ""title"": ""Bitcoin short-term holder cost basis eyes $92K as next price target"", ""url"": ""https://cointelegraph.com/markets/bitcoins-sth-cost-basis-suggests-92k-is-the-next-stop-for-btc-price?utm_source=rss_feed&utm_medium=rss&utm_campaign=rss_partner_inbound""}]","{""long"": -0.0138, ""short"": 0.0138}",AUTO
